SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,SAMPLE_TESTING_LOCATION,ANALYSIS,ANALYSIS_DESCRIPTION,ANALYTE,ANALYTE_REPORTED_NAME,FORMATTED_ENTRY,UNITS
243091,7/2/2013 10:05,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
243091,7/2/2013 10:05,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241754,7/2/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241754,7/2/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
243093,7/2/2013 10:40,TM-197-1,,Marston near Conduit 15 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
243093,7/2/2013 10:40,TM-197-1,,Marston near Conduit 15 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
243097,7/2/2013 11:12,TM-199-1,,Marston near Conduit 20 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
243097,7/2/2013 11:12,TM-199-1,,Marston near Conduit 20 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
241744,7/2/2013 11:20,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241744,7/2/2013 11:20,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
241739,7/2/2013 11:27,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241739,7/2/2013 11:27,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
243095,7/2/2013 11:34,TM-198-1,,Marston in shallows on East side,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
243095,7/2/2013 11:34,TM-198-1,,Marston in shallows on East side,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
243099,7/2/2013 11:50,TM-200-1,,Marston near boat ramp,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
243099,7/2/2013 11:50,TM-200-1,,Marston near boat ramp,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
241734,7/2/2013 13:10,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241734,7/2/2013 13:10,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
239732,7/2/2013 13:12,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
239732,7/2/2013 13:12,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241755,7/9/2013 9:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241755,7/9/2013 9:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
241750,7/9/2013 9:25,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241750,7/9/2013 9:25,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
241745,7/9/2013 11:25,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241745,7/9/2013 11:25,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
241740,7/9/2013 11:37,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241740,7/9/2013 11:37,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
241735,7/9/2013 13:05,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241735,7/9/2013 13:05,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
239733,7/9/2013 13:12,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,>50,ng/L
239733,7/9/2013 13:12,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,>50,ng/L
239733,7/9/2013 13:12,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,>50,ng/L
243532,7/11/2013 10:10,TM-201,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243532,7/11/2013 10:10,TM-201,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
243530,7/11/2013 10:45,RS-CT-01-1,,"Chatfield Reservoir, Main Site South of Tower",,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243530,7/11/2013 10:45,RS-CT-01-1,,"Chatfield Reservoir, Main Site South of Tower",,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
243534,7/11/2013 11:30,TM-202,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243534,7/11/2013 11:30,TM-202,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241746,7/16/2013 10:20,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241746,7/16/2013 10:20,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241741,7/16/2013 10:26,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241741,7/16/2013 10:26,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241756,7/16/2013 12:22,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241756,7/16/2013 12:22,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,>50,ng/L
241756,7/16/2013 12:22,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,>50,ng/L
241751,7/16/2013 12:30,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241751,7/16/2013 12:30,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
241736,7/16/2013 13:35,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
241736,7/16/2013 13:35,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
243897,7/19/2013 14:00,FA-HSLATE-03,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
243897,7/19/2013 14:00,FA-HSLATE-03,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,7,ng/L
243899,7/19/2013 14:05,FA-HSLATE-04,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
243899,7/19/2013 14:05,FA-HSLATE-04,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,9,ng/L
243901,7/19/2013 14:10,FA-HSLATE-05,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243901,7/19/2013 14:10,FA-HSLATE-05,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
243903,7/19/2013 14:15,FA-HSLATE-06,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
243903,7/19/2013 14:15,FA-HSLATE-06,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,6,ng/L
243895,7/19/2013 14:44,FA-HSLATE-02,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243895,7/19/2013 14:44,FA-HSLATE-02,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
243893,7/19/2013 14:45,FA-HSLATE-01,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
243893,7/19/2013 14:45,FA-HSLATE-01,,,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
244021,7/23/2013 8:35,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,18.51,ng/L
244021,7/23/2013 8:35,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
241737,7/23/2013 11:45,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,4.02,ng/L
241737,7/23/2013 11:45,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
239735,7/23/2013 12:05,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,9.45,ng/L
239735,7/23/2013 12:05,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
244171,7/29/2013 8:40,TM-197-1,,Marston near Conduit 15 inlet,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,12.99,ng/L
244171,7/29/2013 8:40,TM-197-1,,Marston near Conduit 15 inlet,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
244173,7/29/2013 8:55,TM-198-1,,Marston in shallows on East side,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,16.26,ng/L
244173,7/29/2013 8:55,TM-198-1,,Marston in shallows on East side,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
244175,7/29/2013 9:05,TM-199-1,,Marston near Conduit 20 inlet,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,12.49,ng/L
244175,7/29/2013 9:05,TM-199-1,,Marston near Conduit 20 inlet,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245629,7/29/2013 9:25,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,14.5,ng/L
245629,7/29/2013 9:25,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
244177,7/29/2013 9:40,TM-200-1,,Marston near boat ramp,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,12.71,ng/L
244177,7/29/2013 9:40,TM-200-1,,Marston near boat ramp,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
241738,7/30/2013 12:52,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.35,ng/L
241738,7/30/2013 12:52,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
239736,7/30/2013 12:56,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,4.66,ng/L
239736,7/30/2013 12:56,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245692,8/5/2013 9:55,TM-197-1,,Marston near Conduit 15 inlet,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<2,ng/L
245692,8/5/2013 9:55,TM-197-1,,Marston near Conduit 15 inlet,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245696,8/5/2013 10:10,TM-199-1,,Marston near Conduit 20 inlet,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.28,ng/L
245696,8/5/2013 10:10,TM-199-1,,Marston near Conduit 20 inlet,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245694,8/5/2013 10:25,TM-198-1,,Marston in shallows on East side,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.43,ng/L
245694,8/5/2013 10:25,TM-198-1,,Marston in shallows on East side,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245700,8/5/2013 10:45,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.21,ng/L
245700,8/5/2013 10:45,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245702,8/5/2013 10:50,RS-MR-01-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<2,ng/L
245702,8/5/2013 10:50,RS-MR-01-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
245698,8/5/2013 11:10,TM-200-1,,Marston near boat ramp,,,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.26,ng/L
245698,8/5/2013 11:10,TM-200-1,,Marston near boat ramp,,,6040D,Taste & Odor compounds by SPME,MIB,MIB,<5,ng/L
242053,8/6/2013 9:22,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242053,8/6/2013 9:22,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
242049,8/6/2013 9:32,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242049,8/6/2013 9:32,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
245816,8/6/2013 9:37,TM-201-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
245816,8/6/2013 9:37,TM-201-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,29,ng/L
245820,8/6/2013 10:40,RS-CT-01-1,,"Chatfield Reservoir, Main Site South of Tower",,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
245820,8/6/2013 10:40,RS-CT-01-1,,"Chatfield Reservoir, Main Site South of Tower",,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,47,ng/L
242045,8/6/2013 10:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242045,8/6/2013 10:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
242041,8/6/2013 10:52,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242041,8/6/2013 10:52,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
245818,8/6/2013 10:55,TM-202-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,2,ng/L
245818,8/6/2013 10:55,TM-202-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,28,ng/L
246095,8/12/2013 9:44,TM-197-1,,Marston near Conduit 15 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
246095,8/12/2013 9:44,TM-197-1,,Marston near Conduit 15 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
246099,8/12/2013 10:20,TM-199-1,,Marston near Conduit 20 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
246099,8/12/2013 10:20,TM-199-1,,Marston near Conduit 20 inlet,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
246097,8/12/2013 10:35,TM-198-1,,Marston in shallows on East side,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
246097,8/12/2013 10:35,TM-198-1,,Marston in shallows on East side,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
246103,8/12/2013 11:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
246103,8/12/2013 11:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
246105,8/12/2013 11:05,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,1,ng/L
246105,8/12/2013 11:05,RS-MR-01-5,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
246107,8/12/2013 11:07,RS-MR-01-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
246107,8/12/2013 11:07,RS-MR-01-10,,Marston Reservoir Depth Sampling Location at Buoy,Marston,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
246101,8/12/2013 11:15,TM-200-1,,Marston near boat ramp,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
246101,8/12/2013 11:15,TM-200-1,,Marston near boat ramp,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
242054,8/13/2013 9:50,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242054,8/13/2013 9:50,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
242050,8/13/2013 9:55,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242050,8/13/2013 9:55,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
242046,8/13/2013 11:55,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242046,8/13/2013 11:55,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
242042,8/13/2013 12:02,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242042,8/13/2013 12:02,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
242038,8/13/2013 13:20,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242038,8/13/2013 13:20,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
242034,8/13/2013 13:40,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242034,8/13/2013 13:40,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
242047,8/20/2013 8:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IPMP,IPMP,10,ng/L
242047,8/20/2013 8:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,10,ng/L
242047,8/20/2013 8:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242047,8/20/2013 8:45,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
242043,8/20/2013 8:50,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IPMP,IPMP,10,ng/L
242043,8/20/2013 8:50,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,10,ng/L
242043,8/20/2013 8:50,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242043,8/20/2013 8:50,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
242051,8/20/2013 10:13,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IPMP,IPMP,10,ng/L
242051,8/20/2013 10:13,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,10,ng/L
242051,8/20/2013 10:13,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
242051,8/20/2013 10:13,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
242055,8/20/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
242055,8/20/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IPMP,IPMP,10,ng/L
242055,8/20/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",IBMP,IBMP,10,ng/L
242055,8/20/2013 10:15,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,<1,ng/L
246505,8/20/2013 11:05,TM-202-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,MIB,3,ng/L
246505,8/20/2013 11:05,TM-202-1,,Chatfield Reservoir,,,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,14,ng/L
